drug	drug_action	KDT	KDT_name	Drug_effect_simplified
Catridecacog	unknown	2165	F13B	other
Icosapent	agonist	2173	FABP7	Activator
Benzylpenicilloyl polylysine	agonist	2205	FCER1A	Activator
Omalizumab	inhibitor	2205	FCER1A	Inhibitor
Omalizumab	inhibitor	2206	MS4A2	Inhibitor
Benzylpenicilloyl polylysine	agonist	2207	FCER1G	Activator
Trastuzumab deruxtecan	antibody	2209	FCGR1A	Modulator
Human immunoglobulin G	antagonist	2209	FCGR1A	Inhibitor
Human immunoglobulin G	antagonist	2212	FCGR2A	Inhibitor
Antithymocyte immunoglobulin (rabbit)	unknown	2213	FCGR2B	other
Human immunoglobulin G	antagonist	2213	FCGR2B	Inhibitor
Amivantamab	inducer	2214	FCGR3A	Activator
Benralizumab	binding	2214	FCGR3A	Ligand
Human immunoglobulin G	antagonist	2214	FCGR3A	Inhibitor
Human immunoglobulin G	antagonist	2215	FCGR3B	Inhibitor
Efgartigimod alfa	binder	2217	FCGRT	Ligand
Zoledronic acid	inhibitor	2224	FDPS	Inhibitor
Ibandronate	inhibitor	2224	FDPS	Inhibitor
Pamidronic acid	inhibitor	2224	FDPS	Inhibitor
Alendronic acid	inhibitor	2224	FDPS	Inhibitor
Risedronic acid	inhibitor	2224	FDPS	Inhibitor
Alteplase	binder	2243	FGA	Ligand
Anti-inhibitor coagulant complex	cleavage	2243	FGA	Inhibitor
Prothrombin	cleavage	2243	FGA	Inhibitor
Thrombin	activator	2243	FGA	Activator
Human thrombin	activator	2243	FGA	Activator
Reteplase	unknown	2243	FGA	other
Thrombin alfa	activator	2243	FGA	Activator
Tenecteplase	unknown	2243	FGA	other
Anistreplase	unknown	2243	FGA	other
Prothrombin	cleavage	2244	FGB	Inhibitor
Human thrombin	activator	2244	FGB	Activator
Thrombin	activator	2244	FGB	Activator
Thrombin alfa	activator	2244	FGB	Activator
Anti-inhibitor coagulant complex	cleavage	2244	FGB	Inhibitor
Pentosan polysulfate	antagonist	2246	FGF1	Inhibitor
Foreskin keratinocyte (neonatal)	agonist	2246	FGF1	Activator
Sucralfate	agonist|inducer	2247	FGF2	Activator
Pentosan polysulfate	antagonist	2247	FGF2	Inhibitor
Pemigatinib	inhibitor	2260	FGFR1	Inhibitor
Erdafitinib	inhibitor	2260	FGFR1	Inhibitor
Lenvatinib	inhibitor	2260	FGFR1	Inhibitor
Regorafenib	inhibitor	2260	FGFR1	Inhibitor
Sorafenib	inhibitor	2260	FGFR1	Inhibitor
Futibatinib	inhibitor	2260	FGFR1	Inhibitor
Nintedanib	inhibitor	2260	FGFR1	Inhibitor
Infigratinib	inhibitor	2260	FGFR1	Inhibitor
Infigratinib	inhibitor	2261	FGFR3	Inhibitor
Erdafitinib	inhibitor	2261	FGFR3	Inhibitor
Lenvatinib	inhibitor	2261	FGFR3	Inhibitor
Futibatinib	inhibitor	2261	FGFR3	Inhibitor
Pemigatinib	inhibitor	2261	FGFR3	Inhibitor
Nintedanib	inhibitor	2261	FGFR3	Inhibitor
Infigratinib	inhibitor	2263	FGFR2	Inhibitor
Regorafenib	inhibitor	2263	FGFR2	Inhibitor
Futibatinib	inhibitor	2263	FGFR2	Inhibitor
Nintedanib	inhibitor	2263	FGFR2	Inhibitor
Lenvatinib	inhibitor	2263	FGFR2	Inhibitor
Pemigatinib	inhibitor	2263	FGFR2	Inhibitor
Erdafitinib	inhibitor	2263	FGFR2	Inhibitor
Palifermin	agonist|binder	2263	FGFR2	Activator
Lenvatinib	inhibitor	2264	FGFR4	Inhibitor
Infigratinib	inhibitor	2264	FGFR4	Inhibitor
Erdafitinib	inhibitor	2264	FGFR4	Inhibitor
Futibatinib	inhibitor	2264	FGFR4	Inhibitor
Alteplase	binder	2266	FGG	Ligand
Thrombin	activator	2266	FGG	Activator
Human thrombin	activator	2266	FGG	Activator
Thrombin alfa	activator	2266	FGG	Activator
Tacrolimus	inhibitor	2280	FKBP1A	Inhibitor
Sunitinib	inhibitor	2321	FLT1	Inhibitor
Axitinib	inhibitor	2321	FLT1	Inhibitor
Regorafenib	inhibitor	2321	FLT1	Inhibitor
Pazopanib	inhibitor	2321	FLT1	Inhibitor
Sorafenib	inhibitor	2321	FLT1	Inhibitor
Nintedanib	inhibitor	2321	FLT1	Inhibitor
Lenvatinib	inhibitor	2321	FLT1	Inhibitor
Tivozanib	inhibitor	2321	FLT1	Inhibitor
Foreskin fibroblast (neonatal)	agonist	2321	FLT1	Activator
Sorafenib	antagonist	2322	FLT3	Inhibitor
Midostaurin	antagonist|inhibitor	2322	FLT3	Activator
Gilteritinib	inhibitor	2322	FLT3	Inhibitor
Pacritinib	inhibitor	2322	FLT3	Inhibitor
Sunitinib	inhibitor	2322	FLT3	Inhibitor
Fedratinib	inhibitor	2322	FLT3	Inhibitor
Lenvatinib	inhibitor	2324	FLT4	Inhibitor
Sorafenib	antagonist	2324	FLT4	Inhibitor
Axitinib	inhibitor	2324	FLT4	Inhibitor
Tivozanib	inhibitor	2324	FLT4	Inhibitor
Regorafenib	inhibitor	2324	FLT4	Inhibitor
Pazopanib	unknown	2324	FLT4	other
Nintedanib	inhibitor	2324	FLT4	Inhibitor
Sunitinib	inhibitor	2324	FLT4	Inhibitor
Ocriplasmin	cleavage	2335	FN1	Inhibitor
Lonafarnib	inhibitor	2339	FNTA	Inhibitor
Lonafarnib	inhibitor	2342	FNTB	Inhibitor
Capromab pendetide	unknown	2346	FOLH1	other
Piflufolastat F 18	binder	2346	FOLH1	Ligand
Mirvetuximab soravtansine	binder	2348	FOLR1	Ligand
Pafolacianine	ligand	2348	FOLR1	Ligand
Pralatrexate	substrate	2356	FPGS	Activator
Regorafenib	inhibitor	2444	FRK	Inhibitor
Sirolimus	inhibitor	2475	MTOR	Inhibitor
Temsirolimus	inhibitor	2475	MTOR	Inhibitor
Pimecrolimus	potentiator	2475	MTOR	Activator
Everolimus	inhibitor	2475	MTOR	Inhibitor
Corifollitropin alfa	agonist	2492	FSHR	Activator
Urofollitropin	agonist	2492	FSHR	Activator
Follitropin	agonist	2492	FSHR	Activator
Choriogonadotropin alfa	binder	2492	FSHR	Ligand
Menotropins	binder	2492	FSHR	Ligand
Iron Dextran	other	2495	FTH1	other
Ferric pyrophosphate citrate	binder	2495	FTH1	Ligand
Iron Dextran	other	2512	FTL	other
Sodium ferric gluconate complex	binding	2512	FTL	Ligand
Ferric pyrophosphate citrate	binder	2512	FTL	Ligand
Oxetacaine	inhibition of synthesis	2520	GAST	Inhibitor
Miglitol	antagonist	2548	GAA	Inhibitor
Taurine	agonist	2550	GABBR1	Activator
Acamprosate	inhibitor	2550	GABBR1	Inhibitor
Methohexital	antagonist	2554	GABRA1	Inhibitor
Butalbital	potentiator	2554	GABRA1	Activator
Meprobamate	agonist	2554	GABRA1	Activator
Etomidate	agonist	2554	GABRA1	Activator
Isoflurane	agonist	2554	GABRA1	Activator
Secobarbital	potentiator	2554	GABRA1	Activator
Zaleplon	potentiator	2554	GABRA1	Activator
Ethanol	agonist	2554	GABRA1	Activator
Primidone	potentiator	2554	GABRA1	Activator
Pentobarbital	potentiator	2554	GABRA1	Activator
Zolpidem	agonist	2554	GABRA1	Activator
Butobarbital	potentiator	2554	GABRA1	Activator
Talbutal	potentiator	2554	GABRA1	Activator
Quinidine barbiturate	potentiator	2554	GABRA1	Activator
Flumazenil	antagonist	2554	GABRA1	Inhibitor
Methylphenobarbital	potentiator	2554	GABRA1	Activator
Phenobarbital	potentiator	2554	GABRA1	Activator
Thiamylal	agonist	2554	GABRA1	Activator
Zopiclone	potentiator	2554	GABRA1	Activator
Eszopiclone	potentiator	2554	GABRA1	Activator
Glutethimide	agonist	2554	GABRA1	Activator
Topiramate	agonist	2554	GABRA1	Activator
Thiopental	potentiator	2554	GABRA1	Activator
Amobarbital	potentiator	2554	GABRA1	Activator
Methylphenobarbital	potentiator	2555	GABRA2	Activator
Meprobamate	agonist	2555	GABRA2	Activator
Butobarbital	potentiator	2555	GABRA2	Activator
Thiopental	potentiator	2555	GABRA2	Activator
Quinidine barbiturate	potentiator	2555	GABRA2	Activator
Secobarbital	potentiator	2555	GABRA2	Activator
Primidone	potentiator	2555	GABRA2	Activator
Zopiclone	potentiator	2555	GABRA2	Activator
Amobarbital	potentiator	2555	GABRA2	Activator
Butalbital	potentiator	2555	GABRA2	Activator
Talbutal	potentiator	2555	GABRA2	Activator
Pentobarbital	potentiator	2555	GABRA2	Activator
Thiopental	potentiator	2556	GABRA3	Activator
Methylphenobarbital	potentiator	2556	GABRA3	Activator
Secobarbital	potentiator	2556	GABRA3	Activator
Butalbital	potentiator	2556	GABRA3	Activator
Meprobamate	agonist	2556	GABRA3	Activator
Butobarbital	potentiator	2556	GABRA3	Activator
Amobarbital	potentiator	2556	GABRA3	Activator
Pentobarbital	potentiator	2556	GABRA3	Activator
Primidone	potentiator	2556	GABRA3	Activator
Zopiclone	potentiator	2556	GABRA3	Activator
Talbutal	potentiator	2556	GABRA3	Activator
Butalbital	potentiator	2557	GABRA4	Activator
Amobarbital	potentiator	2557	GABRA4	Activator
Meprobamate	agonist	2557	GABRA4	Activator
Methylphenobarbital	potentiator	2557	GABRA4	Activator
Pentobarbital	potentiator	2557	GABRA4	Activator
Secobarbital	potentiator	2557	GABRA4	Activator
Primidone	potentiator	2557	GABRA4	Activator
Butobarbital	potentiator	2557	GABRA4	Activator
Thiopental	potentiator	2557	GABRA4	Activator
Talbutal	potentiator	2557	GABRA4	Activator
Flumazenil	antagonist	2558	GABRA5	Inhibitor
Butalbital	potentiator	2558	GABRA5	Activator
Secobarbital	potentiator	2558	GABRA5	Activator
Meprobamate	agonist	2558	GABRA5	Activator
Primidone	potentiator	2558	GABRA5	Activator
Butobarbital	potentiator	2558	GABRA5	Activator
Methylphenobarbital	potentiator	2558	GABRA5	Activator
Pentobarbital	potentiator	2558	GABRA5	Activator
Talbutal	potentiator	2558	GABRA5	Activator
Thiopental	potentiator	2558	GABRA5	Activator
Zopiclone	potentiator	2558	GABRA5	Activator
Amobarbital	potentiator	2558	GABRA5	Activator
Methylphenobarbital	potentiator	2559	GABRA6	Activator
Butalbital	potentiator	2559	GABRA6	Activator
Secobarbital	potentiator	2559	GABRA6	Activator
Meprobamate	agonist	2559	GABRA6	Activator
Amobarbital	potentiator	2559	GABRA6	Activator
Butobarbital	potentiator	2559	GABRA6	Activator
Pentobarbital	potentiator	2559	GABRA6	Activator
Primidone	potentiator	2559	GABRA6	Activator
Thiopental	potentiator	2559	GABRA6	Activator
Talbutal	potentiator	2559	GABRA6	Activator
gamma-Hydroxybutyric acid	agonist	2560	GABRB1	Activator
Propofol	potentiator	2561	GABRB2	Activator
Fospropofol	potentiator	2561	GABRB2	Activator
Piperazine	agonist	2562	GABRB3	Activator
Propofol	potentiator	2562	GABRB3	Activator
Fospropofol	potentiator	2562	GABRB3	Activator
Flumazenil	antagonist	2566	GABRG2	Inhibitor
Creatine	product of	2593	GAMT	other
Miglitol	antagonist	2595	GANC	Inhibitor
Pemetrexed	inhibitor	2618	GART	Inhibitor
Glucagon	agonist	2642	GCGR	Activator
Dasiglucagon	agonist	2642	GCGR	Activator
Menadione	cofactor	2677	GGCX	other
Phylloquinone	substrate|inducer|cofactor	2677	GGCX	Activator
Anisindione	inhibitor	2677	GGCX	Inhibitor
Pegvisomant	antagonist	2690	GHR	Inhibitor
Lonapegsomatropin	ligand	2690	GHR	Ligand
Somatotropin	ligand	2690	GHR	Ligand
Tesamorelin	binder	2692	GHRHR	Ligand
Tirzepatide	agonist	2695	GIP	Activator
Tirzepatide	agonist	2740	GLP1R	Activator
Dulaglutide	agonist	2740	GLP1R	Activator
Albiglutide	agonist	2740	GLP1R	Activator
Liraglutide	agonist	2740	GLP1R	Activator
Semaglutide	agonist	2740	GLP1R	Activator
Lixisenatide	agonist	2740	GLP1R	Activator
Exenatide	agonist	2740	GLP1R	Activator
Ethanol	agonist	2741	GLRA1	Activator
Desflurane	agonist	2741	GLRA1	Activator
Isoflurane	agonist	2741	GLRA1	Activator
Enflurane	potentiator	2741	GLRA1	Activator
Sevoflurane	agonist	2741	GLRA1	Activator
Taurine	agonist	2742	GLRA2	Activator
Ethanol	agonist	2742	GLRA2	Activator
Nafarelin	agonist	2798	GNRHR	Activator
Leuprolide	agonist	2798	GNRHR	Activator
Buserelin	unknown	2798	GNRHR	other
Cetrorelix	antagonist	2798	GNRHR	Inhibitor
Gonadorelin	agonist	2798	GNRHR	Activator
Relugolix	antagonist	2798	GNRHR	Inhibitor
Triptorelin	agonist	2798	GNRHR	Activator
Ganirelix	antagonist	2798	GNRHR	Inhibitor
Degarelix	antagonist	2798	GNRHR	Inhibitor
Goserelin	agonist	2798	GNRHR	Activator
Danazol	negative modulator	2798	GNRHR	Inhibitor
Linzagolix	antagonist	2798	GNRHR	Inhibitor
Icosapent	agonist	2864	FFAR1	Activator
Sevoflurane	antagonist	2890	GRIA1	Inhibitor
Isoflurane	antagonist	2890	GRIA1	Inhibitor
Perampanel	antagonist	2890	GRIA1	Inhibitor
Desflurane	antagonist	2890	GRIA1	Inhibitor
Orphenadrine	antagonist	2902	GRIN1	Inhibitor
Felbamate	antagonist	2903	GRIN2A	Inhibitor
Lumateperone	unknown	2904	GRIN2B	other
Taurine	inhibitor	2904	GRIN2B	Inhibitor
Felbamate	antagonist	2904	GRIN2B	Inhibitor
Orphenadrine	antagonist	2906	GRIN2D	Inhibitor
Prednicarbate	agonist	2908	NR3C1	Activator
Flumethasone	agonist	2908	NR3C1	Activator
Amcinonide	agonist	2908	NR3C1	Activator
Mometasone furoate	unknown	2908	NR3C1	other
Ciclesonide	agonist	2908	NR3C1	Activator
Dexamethasone acetate	agonist	2908	NR3C1	Activator
Ulobetasol	agonist	2908	NR3C1	Activator
Hydrocortisone phosphate	unknown	2908	NR3C1	other
Flunisolide	agonist	2908	NR3C1	Activator
Prednisone	agonist	2908	NR3C1	Activator
Betamethasone	agonist	2908	NR3C1	Activator
Hydrocortisone valerate	unknown	2908	NR3C1	other
Hydrocortisone	agonist	2908	NR3C1	Activator
Clocortolone	agonist	2908	NR3C1	Activator
Beclomethasone dipropionate	agonist	2908	NR3C1	Activator
Hydrocortisone butyrate	unknown	2908	NR3C1	other
Clobetasol propionate	agonist	2908	NR3C1	Activator
Fluticasone propionate	agonist	2908	NR3C1	Activator
Hydrocortamate	agonist	2908	NR3C1	Activator
Desonide	agonist	2908	NR3C1	Activator
Cortisone acetate	agonist	2908	NR3C1	Activator
Fluocinolone acetonide	agonist	2908	NR3C1	Activator
Desoximetasone	agonist	2908	NR3C1	Activator
Clobetasone	agonist	2908	NR3C1	Activator
Budesonide	agonist	2908	NR3C1	Activator
Hydrocortisone acetate	unknown	2908	NR3C1	other
Alclometasone	agonist	2908	NR3C1	Activator
Fluorometholone	agonist	2908	NR3C1	Activator
Diflorasone	agonist	2908	NR3C1	Activator
Methylprednisolone	agonist	2908	NR3C1	Activator
Loteprednol etabonate	agonist	2908	NR3C1	Activator
Ulipristal	antagonist	2908	NR3C1	Inhibitor
Medrysone	agonist	2908	NR3C1	Activator
Fluticasone	agonist	2908	NR3C1	Activator
Dexamethasone	agonist	2908	NR3C1	Activator
Prednisolone	agonist	2908	NR3C1	Activator
Mifepristone	antagonist	2908	NR3C1	Inhibitor
Fluocinonide	agonist	2908	NR3C1	Activator
Difluprednate	agonist	2908	NR3C1	Activator
Hydrocortisone cypionate	unknown	2908	NR3C1	other
Flurandrenolide	agonist	2908	NR3C1	Activator
Rimexolone	agonist	2908	NR3C1	Activator
Fluticasone furoate	agonist	2908	NR3C1	Activator
Hydrocortisone probutate	unknown	2908	NR3C1	other
Triamcinolone	agonist	2908	NR3C1	Activator
Prednisolone acetate	agonist	2908	NR3C1	Activator
Acamprosate	antagonist	2915	GRM5	Inhibitor
Carmustine	inhibitor	2936	GSR	Inhibitor
Acetylcysteine	stimulator	2937	GSS	Activator
Isosorbide mononitrate	activator	2977	GUCY1A2	Activator
Nitric Oxide	inducer	2977	GUCY1A2	Activator
Riociguat	agonist|stimulator	2977	GUCY1A2	Activator
Methylene blue	inhibitor	2977	GUCY1A2	Inhibitor
Plecanatide	agonist	2977	GUCY1A2	Activator
Vericiguat	stimulator	2983	GUCY1B1	Activator
Linaclotide	agonist	2984	GUCY2C	Activator
Omega-3-carboxylic acids	potentiator	3028	HSD17B10	Activator
Omega-3-carboxylic acids	potentiator	3033	HADH	Activator
Ferric pyrophosphate citrate	binder	3039	HBA1	Ligand
Ferrous sulfate anhydrous	binder	3039	HBA1	Ligand
Pentaerythritol tetranitrate	agonist	3039	HBA1	Activator
Voxelotor	binder	3039	HBA1	Ligand
Nitrous acid	oxidizer	3039	HBA1	other
Iron Dextran	activator	3039	HBA1	Activator
Ferric pyrophosphate citrate	binder	3040	HBA2	Ligand
Ferrous sulfate anhydrous	binder	3040	HBA2	Ligand
Pentaerythritol tetranitrate	agonist	3040	HBA2	Activator
Voxelotor	binder	3040	HBA2	Ligand
Nitrous acid	oxidizer	3040	HBA2	other
Iron Dextran	activator	3040	HBA2	Activator
Ferric pyrophosphate citrate	binder	3043	HBB	Ligand
Iron Dextran	activator	3043	HBB	Activator
Pentaerythritol tetranitrate	agonist	3043	HBB	Activator
Nitrous acid	oxidizer	3043	HBB	other
Sodium ferric gluconate complex	binding	3043	HBB	Ligand
Sulodexide	agonist	3053	SERPIND1	Activator
Lemborexant	antagonist	3061	HCRTR1	Inhibitor
Suvorexant	antagonist	3061	HCRTR1	Inhibitor
Daridorexant	antagonist	3061	HCRTR1	Inhibitor
Daridorexant	antagonist	3062	HCRTR2	Inhibitor
Suvorexant	antagonist	3062	HCRTR2	Inhibitor
Lemborexant	antagonist	3062	HCRTR2	Inhibitor
Romidepsin	antagonist|inhibitor	3065	HDAC1	Activator
Vorinostat	inhibitor	3065	HDAC1	Inhibitor
Aminophylline	activator	3066	HDAC2	Activator
Romidepsin	antagonist|inhibitor	3066	HDAC2	Activator
Vorinostat	inhibitor	3066	HDAC2	Inhibitor
Oxtriphylline	activator	3066	HDAC2	Activator
Theophylline	activator	3066	HDAC2	Activator
Antithymocyte immunoglobulin (rabbit)	antagonist	3140	MR1	Inhibitor
Fluvastatin	inhibitor	3156	HMGCR	Inhibitor
Simvastatin	inhibitor	3156	HMGCR	Inhibitor
Lovastatin	inhibitor	3156	HMGCR	Inhibitor
Rosuvastatin	inhibitor	3156	HMGCR	Inhibitor
Atorvastatin	inhibitor	3156	HMGCR	Inhibitor
Pravastatin	inhibitor	3156	HMGCR	Inhibitor
Pitavastatin	inhibitor	3156	HMGCR	Inhibitor
Hyaluronic acid	binder	3161	HMMR	Ligand
Nitisinone	inhibitor	3242	HPD	Inhibitor
Mercaptopurine	inhibitor	3251	HPRT1	Inhibitor
Azelastine	antagonist	3269	HRH1	Inhibitor
Levocetirizine	antagonist|inhibitor	3269	HRH1	Activator
Mepyramine	antagonist	3269	HRH1	Inhibitor
Bilastine	antagonist	3269	HRH1	Inhibitor
Betahistine	agonist	3269	HRH1	Activator
Dimetindene	antagonist	3269	HRH1	Inhibitor
Dosulepin	antagonist	3269	HRH1	Inhibitor
Pheniramine	inverse agonist	3269	HRH1	Modulator
Olopatadine	antagonist	3269	HRH1	Inhibitor
Diphenylpyraline	antagonist	3269	HRH1	Inhibitor
Ketotifen	antagonist	3269	HRH1	Inhibitor
Doxylamine	antagonist	3269	HRH1	Inhibitor
Cetirizine	antagonist	3269	HRH1	Inhibitor
Histamine	agonist	3269	HRH1	Activator
Diphenhydramine	antagonist	3269	HRH1	Inhibitor
Phenindamine	antagonist	3269	HRH1	Inhibitor
Alimemazine	antagonist	3269	HRH1	Inhibitor
Dexbrompheniramine	antagonist	3269	HRH1	Inhibitor
Cyclizine	antagonist	3269	HRH1	Inhibitor
Fexofenadine	antagonist	3269	HRH1	Inhibitor
Orphenadrine	antagonist	3269	HRH1	Inhibitor
Chlorpromazine	antagonist	3269	HRH1	Inhibitor
Epinastine	antagonist	3269	HRH1	Inhibitor
Methdilazine	antagonist	3269	HRH1	Inhibitor
Levocabastine	antagonist	3269	HRH1	Inhibitor
Emedastine	antagonist	3269	HRH1	Inhibitor
Cyproheptadine	antagonist	3269	HRH1	Inhibitor
Chlorcyclizine	antagonist	3269	HRH1	Inhibitor
Bromodiphenhydramine	antagonist	3269	HRH1	Inhibitor
Dimenhydrinate	antagonist	3269	HRH1	Inhibitor
Desloratadine	antagonist	3269	HRH1	Inhibitor
Dexchlorpheniramine maleate	antagonist	3269	HRH1	Inhibitor
Buclizine	antagonist	3269	HRH1	Inhibitor
Promethazine	antagonist	3269	HRH1	Inhibitor
Triprolidine	antagonist	3269	HRH1	Inhibitor
Antazoline	antagonist	3269	HRH1	Inhibitor
Brompheniramine	antagonist	3269	HRH1	Inhibitor
Cinnarizine	antagonist	3269	HRH1	Inhibitor
Propiomazine	antagonist	3269	HRH1	Inhibitor
Repaglinide	antagonist	3269	HRH1	Inhibitor
Bepotastine	antagonist	3269	HRH1	Inhibitor
Carbinoxamine	antagonist	3269	HRH1	Inhibitor
Chlorpheniramine	antagonist	3269	HRH1	Inhibitor
Acrivastine	antagonist	3269	HRH1	Inhibitor
Lorpiprazole	antagonist	3269	HRH1	Inhibitor
Thonzylamine	antagonist	3269	HRH1	Inhibitor
Azatadine	antagonist	3269	HRH1	Inhibitor
Hydroxyzine	inverse agonist	3269	HRH1	Modulator
Loratadine	antagonist	3269	HRH1	Inhibitor
Rupatadine	antagonist	3269	HRH1	Inhibitor
Tripelennamine	antagonist	3269	HRH1	Inhibitor
Clemastine	antagonist	3269	HRH1	Inhibitor
Doxepin	antagonist	3269	HRH1	Inhibitor
Meclizine	antagonist	3269	HRH1	Inhibitor
Methantheline	antagonist	3274	HRH2	Inhibitor
Betazole	agonist	3274	HRH2	Activator
Cimetidine	antagonist	3274	HRH2	Inhibitor
Epinastine	antagonist	3274	HRH2	Inhibitor
Histamine	agonist	3274	HRH2	Activator
Doxepin	antagonist	3274	HRH2	Inhibitor
Famotidine	antagonist	3274	HRH2	Inhibitor
Nizatidine	antagonist	3274	HRH2	Inhibitor
Glycyrrhizic acid	antagonist	3290	HSD11B1	Inhibitor
Buspirone	partial agonist	3350	HTR1A	Modulator
Alverine	antagonist	3350	HTR1A	Inhibitor
Methysergide	agonist	3350	HTR1A	Activator
Trazodone	antagonist|partial agonist	3350	HTR1A	Activator
Naratriptan	agonist	3350	HTR1A	Activator
Flibanserin	agonist	3350	HTR1A	Activator
Sumatriptan	agonist	3350	HTR1A	Activator
Aripiprazole lauroxil	partial agonist	3350	HTR1A	Modulator
Vortioxetine	agonist	3350	HTR1A	Activator
Ziprasidone	agonist	3350	HTR1A	Activator
Penbutolol	antagonist	3350	HTR1A	Inhibitor
Dosulepin	antagonist	3350	HTR1A	Inhibitor
Pipotiazine	antagonist	3350	HTR1A	Inhibitor
Brexpiprazole	agonist|partial agonist	3350	HTR1A	Activator
Chlorpromazine	antagonist	3350	HTR1A	Inhibitor
Vortioxetine	partial agonist	3351	HTR1B	Modulator
Zolmitriptan	agonist	3351	HTR1B	Activator
Naratriptan	agonist	3351	HTR1B	Activator
Rizatriptan	agonist	3351	HTR1B	Activator
Eletriptan	agonist	3351	HTR1B	Activator
Frovatriptan	agonist	3351	HTR1B	Activator
Sumatriptan	agonist	3351	HTR1B	Activator
Dihydroergotamine	agonist	3351	HTR1B	Activator
Ergotamine	agonist	3351	HTR1B	Activator
Naratriptan	agonist	3352	HTR1D	Activator
Frovatriptan	agonist	3352	HTR1D	Activator
Ziprasidone	antagonist	3352	HTR1D	Inhibitor
Dihydroergotamine	agonist	3352	HTR1D	Activator
Eletriptan	agonist	3352	HTR1D	Activator
Sumatriptan	agonist	3352	HTR1D	Activator
Ergotamine	agonist	3352	HTR1D	Activator
Zolmitriptan	agonist	3352	HTR1D	Activator
Rizatriptan	agonist	3352	HTR1D	Activator
Eletriptan	agonist	3355	HTR1F	Activator
Naratriptan	agonist	3355	HTR1F	Activator
Dihydroergotamine	agonist	3355	HTR1F	Activator
Sumatriptan	agonist	3355	HTR1F	Activator
Zolmitriptan	agonist	3355	HTR1F	Activator
Lasmiditan	agonist	3355	HTR1F	Activator
Rizatriptan	agonist	3355	HTR1F	Activator
Dosulepin	antagonist	3356	HTR2A	Inhibitor
Mesoridazine	antagonist	3356	HTR2A	Inhibitor
Amisulpride	antagonist	3356	HTR2A	Inhibitor
Nortriptyline	antagonist	3356	HTR2A	Inhibitor
Ergotamine	agonist	3356	HTR2A	Activator
Minaprine	antagonist	3356	HTR2A	Inhibitor
Aripiprazole lauroxil	antagonist	3356	HTR2A	Inhibitor
Lurasidone	antagonist	3356	HTR2A	Inhibitor
Quetiapine	antagonist	3356	HTR2A	Inhibitor
Methysergide	antagonist	3356	HTR2A	Inhibitor
Desipramine	antagonist	3356	HTR2A	Inhibitor
Risperidone	antagonist	3356	HTR2A	Inhibitor
Cyclobenzaprine	antagonist	3356	HTR2A	Inhibitor
Cyproheptadine	antagonist	3356	HTR2A	Inhibitor
Lorpiprazole	antagonist	3356	HTR2A	Inhibitor
Aripiprazole	antagonist|partial agonist	3356	HTR2A	Activator
Mirtazapine	antagonist	3356	HTR2A	Inhibitor
Ziprasidone	antagonist	3356	HTR2A	Inhibitor
Chlorpromazine	antagonist	3356	HTR2A	Inhibitor
Clomipramine	antagonist	3356	HTR2A	Inhibitor
Paliperidone	antagonist	3356	HTR2A	Inhibitor
Amitriptyline	antagonist	3356	HTR2A	Inhibitor
Olanzapine	antagonist	3356	HTR2A	Inhibitor
Lumateperone	antagonist	3356	HTR2A	Inhibitor
Trazodone	antagonist	3356	HTR2A	Inhibitor
Clozapine	antagonist	3356	HTR2A	Inhibitor
Flibanserin	antagonist	3356	HTR2A	Inhibitor
Brexpiprazole	antagonist	3356	HTR2A	Inhibitor
Pipotiazine	antagonist	3356	HTR2A	Inhibitor
Iloperidone	antagonist	3356	HTR2A	Inhibitor
Lisuride	agonist	3356	HTR2A	Activator
Pimavanserin	inverse agonist	3356	HTR2A	Modulator
Asenapine	antagonist	3356	HTR2A	Inhibitor
Loxapine	antagonist	3356	HTR2A	Inhibitor
Clomipramine	antagonist	3357	HTR2B	Inhibitor
Triflupromazine	antagonist	3357	HTR2B	Inhibitor
Methysergide	antagonist	3357	HTR2B	Inhibitor
Minaprine	antagonist	3357	HTR2B	Inhibitor
Clomipramine	antagonist	3358	HTR2C	Inhibitor
Methysergide	antagonist	3358	HTR2C	Inhibitor
Ziprasidone	antagonist	3358	HTR2C	Inhibitor
Paliperidone	antagonist	3358	HTR2C	Inhibitor
Trazodone	agonist	3358	HTR2C	Activator
Cyproheptadine	antagonist	3358	HTR2C	Inhibitor
Lisuride	agonist	3358	HTR2C	Activator
Agomelatine	antagonist	3358	HTR2C	Inhibitor
Lorpiprazole	antagonist	3358	HTR2C	Inhibitor
Minaprine	antagonist	3358	HTR2C	Inhibitor
Haloperidol	unknown	3358	HTR2C	other
Ketamine	potentiator	3359	HTR3A	Activator
Vortioxetine	antagonist	3359	HTR3A	Inhibitor
Granisetron	antagonist	3359	HTR3A	Inhibitor
Palonosetron	antagonist	3359	HTR3A	Inhibitor
Tubocurarine	antagonist	3359	HTR3A	Inhibitor
Procaine	antagonist	3359	HTR3A	Inhibitor
Tropisetron	antagonist	3359	HTR3A	Inhibitor
Metoclopramide	antagonist	3359	HTR3A	Inhibitor
Dolasetron	antagonist	3359	HTR3A	Inhibitor
Metoclopramide	agonist	3360	HTR4	Activator
Prucalopride	agonist	3360	HTR4	Activator
Amisulpride	antagonist	3363	HTR7	Inhibitor
Vortioxetine	antagonist	3363	HTR7	Inhibitor
Methysergide	antagonist	3363	HTR7	Inhibitor
Hyaluronic acid	inhibitor|binder	3383	ICAM1	Inhibitor
